Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F
Sample807	561	67	89	150	61	86
Sample808	270	233	274	70	0	123
Sample809	82	383	39	290	187	0
Sample810	518	56	199	47	67	98
Sample811	534	84	140	109	54	79
Sample812	471	176	53	240	57	29
Sample813	544	96	87	125	49	78
Sample814	505	149	111	116	79	26
Sample815	543	131	49	132	86	59
Sample816	115	386	14	251	214	0
Sample817	472	85	72	233	55	117
Sample818	13	13	514	199	75	179
Sample819	455	142	0	171	133	82
Sample820	383	126	104	155	32	176
Sample821	482	90	207	98	37	105
Sample822	498	71	200	99	1	115
Sample823	503	65	185	161	14	72
Sample824	584	61	136	65	35	100
Sample825	156	278	199	203	85	59
Sample826	7	390	219	170	181	7
Sample827	449	127	206	70	66	90
Sample828	488	105	96	132	47	140
Sample829	509	136	66	145	126	10
Sample830	25	215	51	262	374	82
Sample831	556	49	167	90	0	117
Sample832	209	396	112	132	178	0
Sample833	483	47	136	201	24	101
Sample834	430	96	155	162	84	86
Sample835	141	8	518	293	0	12
Sample836	488	10	277	47	25	138
Sample837	159	456	12	197	164	0
Sample838	527	79	176	100	4	93
Sample839	508	105	188	70	73	74
Sample840	112	0	222	0	362	312
Sample841	247	344	30	201	143	16
Sample842	538	3	211	78	32	157
Sample843	141	8	518	293	0	12
Sample844	582	95	113	93	30	79
Sample845	129	347	49	223	218	0
Sample846	234	19	21	323	132	286
Sample847	355	113	105	157	0	271
Sample848	506	43	188	175	7	89
Sample849	209	42	48	274	108	332
Sample850	222	100	504	78	53	42
Sample851	339	188	246	93	119	29
Sample852	418	82	274	29	143	62
Sample853	194	392	0	209	192	0
Sample854	350	204	114	133	27	140
Sample855	141	8	518	293	0	12
Sample856	561	67	89	150	61	86
Sample857	0	96	424	153	74	233
Sample858	580	98	71	98	71	62
Sample859	191	0	124	268	83	342
Sample860	504	36	158	141	52	101
Sample861	545	97	79	165	65	49
Sample862	514	102	83	160	77	72
Sample863	531	81	160	83	52	85
Sample864	494	128	71	86	211	10
Sample865	92	497	54	204	109	11
Sample866	565	77	108	92	76	82
Sample867	514	66	154	139	34	93
Sample868	151	227	443	69	0	73
Sample869	287	89	305	0	138	201
Sample870	538	163	52	81	59	121
Sample871	249	322	268	0	81	99
Sample872	141	8	518	293	0	12
Sample873	175	456	139	137	127	0
Sample874	561	67	89	150	61	86
Sample875	374	146	177	0	238	27
Sample876	506	142	151	125	54	1
Sample877	141	8	518	293	0	12
Sample878	68	351	0	186	370	40
Sample879	208	245	422	24	0	82
Sample880	96	147	584	0	34	109
Sample881	417	193	49	156	194	6
Sample882	497	114	95	64	247	0
Sample883	286	172	160	163	204	0
Sample884	461	124	246	4	90	90
Sample885	503	143	85	32	163	74
Sample886	467	73	181	150	103	41
Sample887	439	153	93	121	138	48
Sample888	562	2	164	153	46	52
Sample889	96	398	146	194	146	0
Sample890	561	67	89	150	61	86
Sample891	454	61	170	118	106	91
Sample892	551	93	91	128	58	59
Sample893	472	239	127	64	29	61
Sample894	312	201	110	115	0	250
Sample895	168	0	107	291	79	371
Sample896	99	470	93	106	177	32
Sample897	538	48	153	80	53	100
Sample898	115	0	209	0	379	296
Sample899	541	32	176	113	31	99
Sample900	104	354	122	235	152	0
Sample901	528	112	172	87	60	59
Sample902	468	102	180	111	0	139
Sample903	501	85	25	187	16	160
Sample904	533	10	158	136	114	63
Sample905	445	158	124	0	204	69
Sample906	452	232	86	136	26	55
Sample907	551	54	115	98	59	102
Sample908	456	203	98	47	166	52
Sample909	488	77	135	97	142	75
Sample910	21	205	85	257	330	108
Sample911	525	70	114	153	58	72
Sample912	533	99	70	109	125	43
Sample913	138	374	59	180	218	12
Sample914	209	293	312	159	8	0
Sample915	533	34	157	64	151	41
Sample916	197	0	118	305	87	292
Sample917	491	86	129	165	50	93
Sample918	609	9	73	159	53	84
Sample919	254	0	59	309	57	307
Sample920	171	417	65	142	179	0
Sample921	407	147	28	228	187	27
Sample922	477	165	133	169	15	49
Sample923	519	47	194	120	10	95
Sample924	0	109	454	153	120	145
Sample925	446	18	174	201	42	142
Sample926	575	61	133	42	88	81
Sample927	482	103	174	126	39	76
Sample928	22	488	96	149	221	0
Sample929	434	164	166	105	76	69
Sample930	336	249	99	147	0	144
Sample931	141	8	518	293	0	12
Sample932	466	119	154	12	151	90
Sample933	336	231	67	148	20	219
Sample934	123	0	243	0	374	274
Sample935	579	60	67	119	137	26
Sample936	288	179	119	177	0	255
Sample937	113	99	143	295	40	313
Sample938	507	114	162	33	77	92
Sample939	509	111	179	113	20	53
Sample940	139	28	67	386	45	334
Sample941	141	8	518	293	0	12
Sample942	130	0	413	130	77	265
Sample943	104	391	134	265	144	0
Sample944	545	20	255	65	50	100
Sample945	536	123	97	58	144	27
Sample946	202	0	69	326	44	367
Sample947	183	34	69	343	69	318
Sample948	523	69	133	66	96	98
Sample949	385	119	92	101	0	277
Sample950	141	8	518	293	0	12
Sample951	469	23	222	157	12	125
Sample952	132	78	93	341	80	276
Sample953	540	117	89	106	90	58
Sample954	422	82	169	240	12	67
Sample955	459	93	240	0	102	83
Sample956	550	42	189	57	25	122
Sample957	101	329	101	132	299	53
Sample958	483	181	127	145	35	43
Sample959	515	107	191	37	101	68
Sample960	140	24	179	278	20	378
Sample961	474	104	86	128	171	57
Sample962	507	8	240	15	92	130
Sample963	201	330	94	46	138	209
Sample964	141	8	518	293	0	12
Sample965	212	388	91	147	144	0
Sample966	161	307	177	210	160	0
Sample967	196	124	443	29	59	129
Sample968	66	278	0	248	416	0
Sample969	367	198	65	138	29	177
Sample970	118	391	5	219	251	0
Sample971	115	0	209	0	379	296
Sample972	362	223	290	0	0	133
Sample973	141	8	518	293	0	12
Sample974	541	104	124	118	70	51
Sample975	141	8	518	293	0	12
Sample976	125	292	57	197	316	0
Sample977	517	223	100	0	93	75
Sample978	513	115	56	108	128	66
Sample979	68	110	361	165	154	124
Sample980	205	331	302	0	93	80
Sample981	500	108	187	40	74	69
Sample982	550	115	60	178	48	41
Sample983	581	79	3	122	238	0
Sample984	576	86	69	153	67	57
Sample985	129	399	92	170	198	0
Sample986	229	348	55	196	199	0
Sample987	244	113	194	119	338	0
Sample988	530	190	119	80	19	76
Sample989	521	108	184	95	27	57
Sample990	328	166	178	89	51	172
Sample991	548	84	172	0	98	76
Sample992	573	149	108	4	104	70
Sample993	586	84	35	100	74	129
Sample994	542	103	145	95	94	39
Sample995	503	91	29	253	52	99
Sample996	504	0	208	128	54	98
Sample997	542	140	79	107	77	47
Sample998	319	279	137	0	85	188
Sample999	175	405	76	158	167	0
Sample1000	572	97	138	65	44	64
Sample1001	442	36	210	129	87	122
Sample1002	544	84	129	70	96	77
Sample1003	461	143	126	121	115	13
Sample1004	111	414	38	235	179	0
Sample1005	543	121	81	100	81	52
Sample1006	475	81	160	199	27	66
Sample1007	511	137	131	77	121	23
Sample1008	238	347	0	139	262	0
Sample1009	533	46	162	53	152	54
Sample1010	554	23	196	102	11	129
Sample1011	528	10	180	71	181	45
Sample1012	322	0	523	46	0	126
Sample1013	545	97	79	165	65	49
Sample1014	141	356	1	230	253	0
Sample1015	382	197	181	105	50	85
Sample1016	530	186	57	91	100	50
Sample1017	142	61	13	288	154	360
Sample1018	251	206	268	116	159	0
Sample1019	409	94	143	151	44	127
Sample1020	576	86	69	153	67	57
Sample1021	159	0	115	332	88	314
Sample1022	535	160	63	110	45	73
Sample1023	141	8	518	293	0	12
Sample1024	211	21	114	260	132	278
Sample1025	492	83	118	183	49	75
Sample1026	145	129	601	0	42	118
Sample1027	515	205	147	41	70	30
Sample1028	297	313	28	93	123	165
Sample1029	135	363	65	256	161	0
Sample1030	488	45	198	145	3	106
Sample1031	141	8	518	293	0	12
Sample1032	270	249	66	214	23	190
Sample1033	189	0	92	212	280	232
Sample1034	485	163	105	76	149	43
Sample1035	480	101	221	29	66	88
Sample1036	159	417	0	239	164	0
Sample1037	177	449	79	144	180	0
Sample1038	167	0	133	271	54	383
Sample1039	167	185	556	63	18	19
Sample1040	468	122	170	102	0	146
Sample1041	375	158	178	122	123	30
Sample1042	549	132	87	100	58	62
Sample1043	141	8	518	293	0	12
Sample1044	27	0	466	184	88	229
Sample1045	507	47	153	107	94	81
Sample1046	475	116	162	8	202	64
Sample1047	503	269	8	143	63	33
Sample1048	519	82	130	52	171	26
Sample1049	562	15	179	49	97	76
Sample1050	515	96	179	57	0	138
Sample1051	165	416	0	129	263	0
Sample1052	111	439	2	204	223	0
Sample1053	566	72	154	49	84	67
Sample1054	405	168	134	149	0	159
Sample1055	214	422	93	107	199	1
Sample1056	488	170	95	137	118	0
Sample1057	530	135	132	76	27	92
Sample1058	163	307	129	236	123	14
Sample1059	266	20	93	187	36	416
Sample1060	245	0	30	260	120	350
Sample1061	385	252	43	0	169	138
Sample1062	362	101	139	112	4	269
Sample1063	112	419	92	173	164	14
Sample1064	530	65	117	121	75	92
Sample1065	552	134	95	85	33	86
Sample1066	97	421	53	199	195	0
Sample1067	558	101	107	77	66	70
Sample1068	544	91	103	153	65	52
Sample1069	141	8	518	293	0	12
Sample1070	26	333	0	279	310	59
Sample1071	178	301	219	177	141	0
Sample1072	454	156	120	150	31	97
Sample1073	56	377	0	172	349	64
Sample1074	413	175	76	122	54	135
Sample1075	449	103	131	103	178	36
Sample1076	542	71	143	144	78	30
Sample1077	504	182	153	30	11	120
Sample1078	482	76	235	31	2	159
Sample1079	212	85	664	0	0	58
Sample1080	116	414	41	226	178	0
Sample1081	491	20	165	122	149	61
Sample1082	563	81	111	124	36	77
Sample1083	491	63	131	201	53	69
Sample1084	399	177	109	156	0	194
Sample1085	554	83	152	78	51	74
Sample1086	559	103	95	119	48	62
Sample1087	578	66	27	154	127	34
Sample1088	296	201	269	25	151	43
Sample1089	517	74	162	65	80	83
Sample1090	62	418	198	192	163	2
Sample1091	473	145	86	119	105	72
Sample1092	516	102	125	107	80	78
Sample1093	539	53	166	55	49	118
Sample1094	554	121	72	94	75	76
Sample1095	189	0	34	286	189	302
Sample1096	527	75	59	43	281	0
Sample1097	515	7	193	127	66	78
Sample1098	594	105	51	95	94	69
Sample1099	418	198	87	142	15	115
Sample1100	169	72	59	387	15	305
Sample1101	487	83	159	153	76	61
Sample1102	204	0	102	255	77	358
Sample1103	328	0	23	302	79	276
Sample1104	312	278	91	32	0	268
Sample1105	539	51	148	6	252	12
Sample1106	428	171	127	9	217	48
Sample1107	445	190	106	57	115	79
Sample1108	513	21	183	111	48	109
Sample1109	340	147	266	156	54	8
Sample1110	584	16	170	68	17	145
Sample1111	358	325	31	141	0	127
Sample1112	546	78	32	74	237	14
Sample1113	282	204	436	0	0	101
Sample1114	378	204	118	136	56	134
Sample1115	548	70	120	130	34	78
Sample1116	108	131	557	131	0	73
Sample1117	332	14	496	67	25	74
Sample1118	484	175	98	147	64	11
Sample1119	217	291	91	145	186	35
Sample1120	482	50	136	153	109	78
Sample1121	0	204	97	177	392	162
Sample1122	301	180	113	188	0	219
Sample1123	202	360	25	171	228	0
Sample1124	503	110	133	113	100	41
Sample1125	492	154	73	43	200	62
Sample1126	502	105	166	60	120	62
Sample1127	355	233	214	63	100	19
Sample1128	499	153	113	123	73	31
Sample1129	146	395	103	170	168	0
Sample1130	191	0	154	270	57	313
Sample1131	576	86	69	153	67	57
Sample1132	173	350	278	1	0	220
Sample1133	423	68	176	162	93	105
Sample1134	181	468	0	163	156	0
Sample1135	188	21	13	359	141	292
Sample1136	104	332	83	104	324	69
Sample1137	490	95	166	75	101	73
Sample1138	441	119	186	129	68	71
Sample1139	369	67	247	206	53	85
Sample1140	185	171	115	128	326	43
Sample1141	141	8	518	293	0	12
Sample1142	141	8	518	293	0	12
Sample1143	220	344	136	135	186	0
Sample1144	298	265	158	0	147	155
Sample1145	236	0	39	332	94	295
Sample1146	487	122	120	78	180	39
Sample1147	121	382	72	222	178	0
Sample1148	545	93	144	101	27	82
Sample1149	487	97	73	236	97	46
Sample1150	566	96	87	87	91	65
Sample1151	146	355	86	202	212	0
Sample1152	218	50	77	213	81	376
Sample1153	141	8	518	293	0	12
Sample1154	104	400	43	205	221	0
Sample1155	321	6	157	245	0	258
Sample1156	587	44	90	76	161	31
Sample1157	512	107	94	98	89	86
Sample1158	463	175	59	148	163	0
Sample1159	102	442	81	213	137	0
Sample1160	215	86	55	265	71	315
Sample1161	508	87	112	90	65	152
Sample1162	566	74	63	86	184	12
Sample1163	310	173	159	49	95	187
Sample1164	512	92	173	77	93	61
Sample1165	151	406	23	191	211	0
Sample1166	532	32	175	108	0	138
Sample1167	162	23	139	311	69	292
Sample1168	351	223	170	117	66	81
Sample1169	557	47	110	158	32	104
Sample1170	236	187	195	157	204	0
Sample1171	174	462	14	192	106	19
Sample1172	527	151	100	108	85	21
Sample1173	596	59	129	59	58	62
Sample1174	558	63	128	121	30	88
Sample1175	500	124	77	134	85	88
Sample1176	492	203	59	116	102	36
Sample1177	525	105	188	55	25	80
Sample1178	172	380	59	202	167	0
Sample1179	516	99	121	143	73	40
Sample1180	549	119	73	104	127	14
Sample1181	561	67	89	150	61	86
Sample1182	22	272	0	271	406	51
Sample1183	526	86	112	40	196	40
Sample1184	515	36	208	119	92	38
Sample1185	538	75	159	92	21	95
Sample1186	537	83	142	58	67	105
Sample1187	515	134	145	79	94	54
Sample1188	516	138	50	221	70	19
Sample1189	148	229	47	233	272	88
Sample1190	512	121	122	88	28	109
Sample1191	131	309	80	248	207	10
Sample1192	92	410	73	211	191	5
Sample1193	134	172	539	59	124	0
Sample1194	94	342	0	297	243	0
Sample1195	507	68	114	189	41	81
Sample1196	573	125	99	0	160	43
Sample1197	183	57	89	287	74	308
Sample1198	470	172	103	101	135	38
Sample1199	576	86	69	153	67	57
Sample1200	109	335	77	248	162	49
Sample1201	86	359	70	283	184	0
Sample1202	438	91	191	112	7	161
Sample1203	482	141	128	159	74	24
Sample1204	571	128	65	109	79	40
Sample1205	359	288	197	0	154	14
Sample1206	539	109	144	96	63	41
Sample1207	474	141	183	81	53	60
Sample1208	245	0	539	176	0	64
Sample1209	546	95	115	96	63	57
Sample1210	584	73	92	86	52	98
Sample1211	326	106	200	69	174	110
Sample1212	525	116	75	112	114	58
Sample1213	561	137	153	33	19	97
Sample1214	197	269	28	197	295	0
Sample1215	526	68	199	52	36	97
Sample1216	535	149	48	167	104	24
Sample1217	522	92	115	94	82	80
Sample1218	244	34	71	253	49	362
Sample1219	230	407	35	154	156	0
Sample1220	526	70	129	134	47	79
Sample1221	84	240	0	86	402	158
Sample1222	498	41	191	161	32	102
Sample1223	338	153	124	171	14	194
Sample1224	449	88	224	75	105	49
Sample1225	460	225	200	55	25	50
Sample1226	459	117	179	99	42	130
Sample1227	583	42	88	135	99	41
Sample1228	299	133	467	64	0	0
Sample1229	101	307	67	309	192	0
Sample1230	405	209	79	34	23	234
Sample1231	234	323	105	191	180	0
Sample1232	520	44	173	132	29	90
Sample1233	521	68	119	151	42	79
Sample1234	431	73	160	183	92	76
Sample1235	74	246	0	224	339	130
Sample1236	512	99	150	113	39	67
Sample1237	561	67	89	150	61	86
Sample1238	171	247	76	178	270	32
Sample1239	590	102	80	99	53	68
Sample1240	112	359	106	120	290	0
Sample1241	253	291	112	68	47	201
Sample1242	486	112	158	83	106	55
Sample1243	36	433	115	289	108	0
Sample1244	513	87	54	200	7	162
Sample1245	80	405	118	266	110	0
Sample1246	551	101	86	82	64	124
Sample1247	509	101	190	103	7	71
Sample1248	141	447	138	173	123	6
Sample1249	515	96	137	106	57	81
Sample1250	41	490	33	215	183	17
Sample1251	538	51	160	58	76	102
Sample1252	250	130	180	192	0	235
Sample1253	512	198	88	47	88	75
Sample1254	499	116	92	110	149	26
Sample1255	559	146	58	127	72	23
Sample1256	495	54	168	109	65	117
Sample1257	545	130	81	100	75	69
Sample1258	522	118	57	57	180	45
Sample1259	515	121	112	123	26	111
Sample1260	49	287	183	187	278	0
Sample1261	161	35	95	337	31	359
Sample1262	564	73	113	104	39	87
Sample1263	494	85	165	128	43	77
Sample1264	434	172	188	77	11	140
Sample1265	583	108	77	27	136	49
Sample1266	128	372	46	231	197	0
Sample1267	176	363	113	131	183	9
Sample1268	555	136	60	106	42	119
Sample1269	513	98	169	40	45	127
Sample1270	250	316	0	183	191	41
Sample1271	405	131	213	150	0	116
Sample1272	448	54	130	140	7	195
Sample1273	490	74	134	118	163	36
Sample1274	311	155	118	128	0	289
Sample1275	126	488	48	170	149	0
Sample1276	175	11	90	362	54	323
Sample1277	141	8	518	293	0	12
Sample1278	94	458	99	179	148	6
Sample1279	495	72	131	166	12	110
Sample1280	226	27	118	209	33	373
Sample1281	231	48	28	256	86	359
Sample1282	372	70	25	254	187	71
Sample1283	170	143	0	195	378	116
Sample1284	545	97	79	165	65	49
Sample1285	93	369	141	121	277	0
Sample1286	327	150	398	0	89	0
Sample1287	499	48	162	136	18	117
Sample1288	117	399	211	147	37	70
Sample1289	538	97	103	67	148	36
Sample1290	430	149	126	150	138	15
Sample1291	342	141	52	276	40	168
Sample1292	531	56	185	94	28	114
Sample1293	472	220	160	44	60	36
Sample1294	476	194	62	127	140	14
Sample1295	369	185	145	46	205	50
Sample1296	271	128	199	189	0	221
Sample1297	274	14	39	233	131	317
Sample1298	113	353	205	97	197	0
Sample1299	99	226	0	276	360	57
Sample1300	488	66	121	201	48	76
Sample1301	488	148	62	76	184	50
Sample1302	0	126	490	72	135	198
Sample1303	263	194	396	0	137	2
Sample1304	210	92	531	76	45	54
Sample1305	299	63	162	175	0	313
Sample1306	483	181	47	102	65	156
Sample1307	486	178	98	101	76	79
Sample1308	183	391	0	234	165	0
Sample1309	566	99	95	47	136	49
Sample1310	401	13	375	0	104	90
Sample1311	115	425	81	146	210	9
Sample1312	0	227	0	232	278	237
Sample1313	350	200	87	162	0	169
Sample1314	550	113	89	90	99	44
Sample1315	126	28	177	286	16	369
Sample1316	141	8	518	293	0	12
Sample1317	473	88	173	74	138	62
Sample1318	587	113	66	77	78	59
Sample1319	141	8	518	293	0	12
Sample1320	550	34	120	164	83	57
Sample1321	150	433	56	212	105	12
Sample1322	172	52	182	232	33	344
Sample1323	253	0	73	227	132	316
Sample1324	105	382	70	225	186	0
Sample1325	551	89	132	54	68	106
Sample1326	367	252	0	211	80	65
Sample1327	144	369	114	201	139	0
Sample1328	260	143	227	112	238	0
Sample1329	555	71	75	157	150	0
Sample1330	541	42	131	88	70	113
Sample1331	77	401	139	201	148	0
Sample1332	156	0	114	288	100	349
Sample1333	518	144	9	124	213	0
Sample1334	0	291	0	306	291	85
Sample1335	169	465	34	149	140	31
Sample1336	540	152	89	71	65	68
Sample1337	476	75	197	120	38	94
Sample1338	167	331	66	181	219	37
Sample1339	555	0	142	95	129	71
Sample1340	146	373	66	265	130	0
Sample1341	520	97	95	129	121	54
Sample1342	167	401	179	177	111	0
Sample1343	473	87	251	96	0	74
Sample1344	160	194	521	95	9	38
Sample1345	529	85	165	35	146	67
Sample1346	578	88	105	80	81	53
Sample1347	512	144	0	161	50	107
Sample1348	538	56	135	135	33	91
Sample1349	77	423	103	237	133	0
Sample1350	376	212	264	26	103	0
Sample1351	48	327	0	219	389	48
Sample1352	536	77	89	167	61	78
Sample1353	224	0	111	314	53	314
Sample1354	165	369	89	149	210	0
Sample1355	154	434	36	190	165	0
Sample1356	553	82	98	112	80	60
Sample1357	549	134	64	72	68	98
Sample1358	226	0	98	280	70	341
Sample1359	489	82	191	135	34	61
Sample1360	586	85	96	94	48	80
Sample1361	154	386	100	143	197	0
Sample1362	53	432	87	300	108	0
Sample1363	161	395	143	118	158	0
Sample1364	512	28	178	111	36	114
Sample1365	421	149	174	72	101	117
Sample1366	465	119	227	53	70	84
Sample1367	557	16	134	153	31	128
Sample1368	447	49	223	146	9	134
Sample1369	9	341	0	213	396	44
Sample1370	505	107	76	179	75	38
Sample1371	510	129	69	196	75	29
Sample1372	356	257	253	14	53	48
Sample1373	176	469	55	171	157	0
Sample1374	549	109	113	93	66	62
Sample1375	481	234	127	18	56	84
Sample1376	533	123	138	38	30	126
Sample1377	514	105	105	85	143	40
Sample1378	580	98	71	98	71	62
Sample1379	576	101	89	97	41	83
Sample1380	288	179	153	42	95	261
Sample1381	166	308	99	199	194	18
Sample1382	2	220	521	169	0	74
Sample1383	444	30	106	223	41	142
Sample1384	387	156	127	194	9	161
Sample1385	135	380	184	143	137	3
Sample1386	449	167	174	113	63	42
Sample1387	485	113	136	123	46	97
Sample1388	459	123	210	109	0	107
Sample1389	522	127	169	81	51	58
Sample1390	73	481	18	234	183	0
Sample1391	220	403	187	12	205	0
Sample1392	275	306	145	31	94	139
Sample1393	178	310	134	327	3	28
Sample1394	536	24	201	105	56	67
Sample1395	535	136	129	86	101	28
Sample1396	506	135	93	57	110	99
Sample1397	572	86	73	124	85	52
Sample1398	503	57	222	85	0	114
Sample1399	524	118	80	198	31	49
Sample1400	522	92	194	12	101	71
Sample1401	498	82	98	183	98	41
Sample1402	388	82	401	32	79	60
Sample1403	155	312	132	210	166	0
Sample1404	489	198	134	59	0	101
Sample1405	554	151	38	130	89	30
Sample1406	0	313	0	333	346	22
Sample1407	477	82	202	84	85	62
Sample1408	61	448	131	207	134	0
Sample1409	558	13	36	175	172	54
Sample1410	545	97	79	165	65	49
Sample1411	376	203	9	155	42	197
Sample1412	0	89	433	167	184	128
Sample1413	576	86	69	153	67	57
Sample1414	571	112	69	100	77	71
Sample1415	151	304	102	266	149	0
Sample1416	79	284	116	356	159	0
Sample1417	450	80	215	111	36	100
Sample1418	469	71	208	145	30	77
Sample1419	195	373	5	133	230	32
Sample1420	464	71	205	67	136	75
Sample1421	423	93	178	192	69	71
Sample1422	223	0	41	255	98	379
Sample1423	170	0	92	299	86	323
Sample1424	421	187	34	131	10	197
Sample1425	498	86	107	113	125	79
Sample1426	173	359	38	215	188	0
Sample1427	576	86	69	153	67	57
Sample1428	70	240	156	253	251	11
Sample1429	608	17	128	100	69	67
Sample1430	223	462	61	154	135	0
Sample1431	571	2	183	111	2	145
Sample1432	521	56	194	93	12	116
Sample1433	141	8	518	293	0	12
Sample1434	117	407	122	136	205	0
Sample1435	602	110	98	49	64	69
Sample1436	483	129	176	79	66	46
Sample1437	590	160	52	127	61	24
Sample1438	582	115	84	100	78	26
Sample1439	141	8	518	293	0	12
Sample1440	456	70	114	193	123	57
Sample1441	159	397	93	217	169	0
Sample1442	520	91	104	110	135	55
Sample1443	547	81	87	140	64	61
Sample1444	104	377	37	245	203	0
Sample1445	152	368	69	209	176	0
Sample1446	457	140	195	97	54	83
Sample1447	158	270	113	283	139	11
Sample1448	509	93	154	130	28	72
Sample1449	548	111	129	51	33	120
Sample1450	521	62	120	122	84	106
Sample1451	334	104	114	233	0	216
Sample1452	518	53	152	81	98	98
Sample1453	535	160	63	110	45	73
Sample1454	301	211	73	212	0	222
Sample1455	538	138	101	106	77	40
Sample1456	551	104	127	8	154	48
Sample1457	518	77	209	122	0	54
Sample1458	56	293	0	146	464	59
Sample1459	499	100	103	123	132	51
Sample1460	97	414	62	239	169	0
Sample1461	518	9	169	176	60	48
Sample1462	127	261	0	204	404	20
Sample1463	231	144	481	0	26	147
Sample1464	461	66	178	144	23	128
Sample1465	566	46	148	76	28	109
Sample1466	521	81	110	40	194	46
Sample1467	110	302	67	156	326	56
Sample1468	520	82	99	86	164	76
Sample1469	510	13	167	42	123	145
Sample1470	421	65	109	223	115	67
Sample1471	177	286	294	51	23	140
Sample1472	114	337	113	253	167	0
Sample1473	90	331	0	135	352	108
Sample1474	148	334	232	131	178	0
Sample1475	577	115	61	100	64	63
Sample1476	89	353	68	228	250	0
Sample1477	374	172	70	178	43	152
Sample1478	550	141	92	111	68	38
Sample1479	491	80	181	83	58	92
Sample1480	528	93	122	131	35	70
Sample1481	240	0	89	238	101	340
Sample1482	486	121	185	92	40	68
Sample1483	518	111	83	122	83	62
Sample1484	517	34	204	26	72	125
Sample1485	536	77	89	167	61	78
Sample1486	540	81	129	56	113	81
Sample1487	272	197	135	164	68	152
Sample1488	480	65	150	148	91	74
Sample1489	554	151	77	82	40	81
Sample1490	529	50	188	65	33	113
Sample1491	42	267	0	331	292	79
Sample1492	216	312	106	85	308	0
Sample1493	422	174	104	97	57	182
Sample1494	56	206	0	241	377	138
Sample1495	499	86	167	87	93	60
Sample1496	306	204	116	87	271	2
Sample1497	457	87	149	162	85	86
Sample1498	603	118	71	87	62	51
Sample1499	556	48	172	92	14	99
Sample1500	200	277	65	257	164	12
Sample1501	106	452	77	182	157	0
Sample1502	233	40	136	142	106	362
Sample1503	488	98	130	249	17	35
Sample1504	483	134	94	110	64	133
Sample1505	418	140	179	99	117	39
Sample1506	170	46	129	225	77	371
Sample1507	266	170	455	0	13	114
Sample1508	51	200	0	276	430	46
Sample1509	491	145	94	114	84	64
Sample1510	574	96	73	135	52	62
Sample1511	402	127	209	139	39	111
Sample1512	141	8	518	293	0	12
Sample1513	482	130	147	99	65	92
Sample1514	507	93	177	115	21	67
Sample1515	540	117	89	106	90	58
Sample1516	494	51	138	138	67	112
Sample1517	283	266	117	181	173	0
Sample1518	501	181	40	173	70	55
Sample1519	141	8	518	293	0	12
Sample1520	111	203	0	291	319	93
Sample1521	467	65	236	153	0	79
Sample1522	106	281	21	176	391	26
Sample1523	534	102	135	121	30	92
Sample1524	200	4	138	178	191	305
Sample1525	540	88	136	135	44	75
Sample1526	555	77	130	93	44	80
Sample1527	530	124	115	76	37	103
Sample1528	142	69	135	292	75	301
Sample1529	458	131	143	118	62	80
Sample1530	156	376	69	228	139	0
Sample1531	495	117	99	118	69	128
Sample1532	531	125	101	137	9	89
Sample1533	115	0	209	0	379	296
Sample1534	157	363	262	0	0	212
Sample1535	506	173	82	101	76	83
Sample1536	577	44	71	141	65	110
Sample1537	563	62	149	89	51	101
Sample1538	499	175	16	163	155	0
Sample1539	463	26	270	142	0	114
Sample1540	514	88	125	87	113	52
Sample1541	539	64	164	78	38	117
Sample1542	84	303	0	210	418	0
Sample1543	259	345	52	144	168	0
Sample1544	546	114	68	166	49	49
Sample1545	431	142	91	115	235	0
Sample1546	446	180	0	164	18	159
Sample1547	519	68	171	125	56	53
Sample1548	33	293	0	231	369	87
Sample1549	572	107	91	92	73	37
Sample1550	564	73	113	104	39	87
Sample1551	90	241	0	205	390	82
Sample1552	115	0	209	0	379	296
Sample1553	156	357	54	212	166	36
Sample1554	122	463	0	202	200	0
Sample1555	119	44	147	308	61	336
Sample1556	173	118	436	87	53	96
Sample1557	484	158	140	153	38	7
Sample1558	514	61	167	135	30	93
Sample1559	160	394	22	165	239	0
Sample1560	508	87	48	118	170	69
Sample1561	583	25	166	83	10	113
Sample1562	534	99	132	129	26	60
Sample1563	196	416	92	84	236	0
Sample1564	115	0	209	0	379	296
Sample1565	140	385	46	210	184	0
Sample1566	125	422	116	192	132	0
Sample1567	302	143	119	201	0	244
Sample1568	576	86	69	153	67	57
Sample1569	202	336	152	164	154	0
Sample1570	183	431	86	107	223	0
Sample1571	497	41	145	122	106	104
Sample1572	118	300	2	238	329	26
Sample1573	497	65	101	93	143	101
Sample1574	235	202	160	143	106	165
Sample1575	141	8	518	293	0	12
Sample1576	252	203	104	249	0	204
Sample1577	136	406	62	224	152	0
Sample1578	97	412	40	225	175	24
Sample1579	539	19	125	95	99	138
Sample1580	515	91	126	141	64	71
Sample1581	461	79	84	143	2	196
Sample1582	532	69	175	78	37	117
Sample1583	534	127	169	65	59	38
Sample1584	171	332	124	229	178	0
Sample1585	548	89	123	67	77	81
Sample1586	167	406	0	194	220	0
Sample1587	500	164	135	57	44	85
Sample1588	170	125	0	236	241	242
Sample1589	272	182	460	55	24	31
Sample1590	183	287	38	285	187	0
Sample1591	481	118	144	66	72	134
Sample1592	150	291	77	132	310	15
