Samples	Signature A	Signature B	Signature C	Signature D
Sample1062	486	153	93	255
Sample1063	193	561	130	90
Sample1064	669	110	116	105
Sample1065	695	138	61	91
Sample1066	180	608	112	65
Sample1067	694	106	94	85
Sample1068	695	144	104	65
Sample1069	327	101	525	19
Sample1070	92	613	134	168
Sample1071	288	429	246	53
Sample1072	603	200	98	107
Sample1073	95	617	123	183
Sample1074	542	229	60	144
Sample1075	565	174	190	71
Sample1076	690	115	147	56
Sample1077	642	150	90	118
Sample1078	619	43	179	144
Sample1079	356	0	609	54
Sample1080	212	638	89	36
Sample1081	621	86	213	88
Sample1082	714	102	95	81
Sample1083	645	139	140	84
Sample1084	558	220	67	190
Sample1085	696	82	132	82
Sample1086	707	125	81	73
Sample1087	711	139	70	66
Sample1088	387	222	298	78
Sample1089	645	81	156	99
Sample1090	159	560	242	74
Sample1091	602	202	98	98
Sample1092	651	135	124	98
Sample1093	674	49	137	120
Sample1094	691	143	65	93
Sample1095	303	185	154	358
Sample1096	617	170	157	41
Sample1097	669	37	200	80
Sample1098	731	132	55	90
Sample1099	558	242	55	120
Sample1100	327	300	84	296
Sample1101	632	138	168	81
Sample1102	329	165	142	360
Sample1103	474	174	70	290
Sample1104	438	263	13	267
Sample1105	635	75	228	70
Sample1106	513	211	171	105
Sample1107	553	224	101	114
Sample1108	653	50	174	108
Sample1109	478	195	268	30
Sample1110	738	1	129	132
Sample1111	478	364	0	140
Sample1112	650	146	121	64
Sample1113	429	122	363	109
Sample1114	505	267	101	153
Sample1115	697	97	103	83
Sample1116	267	120	530	83
Sample1117	468	0	467	73
Sample1118	628	217	94	40
Sample1119	313	413	156	83
Sample1120	620	122	171	95
Sample1121	16	472	276	268
Sample1122	458	241	82	220
Sample1123	279	538	89	80
Sample1124	644	148	144	64
Sample1125	595	200	120	109
Sample1126	629	118	178	90
Sample1127	469	252	209	54
Sample1128	639	188	111	54
Sample1129	233	534	145	70
Sample1130	318	174	181	312
Sample1131	724	135	77	72
Sample1132	287	310	195	230
Sample1133	568	143	200	116
Sample1134	270	628	13	57
Sample1135	319	285	103	307
Sample1136	137	509	195	175
Sample1137	618	116	175	91
Sample1138	583	156	184	91
Sample1139	522	144	257	104
Sample1140	247	340	253	128
Sample1141	327	101	525	19
Sample1142	327	101	525	19
Sample1143	313	488	173	47
Sample1144	379	297	152	195
Sample1145	385	155	121	335
Sample1146	598	177	166	85
Sample1147	218	625	116	16
Sample1148	697	96	112	87
Sample1149	641	208	107	80
Sample1150	696	122	86	88
Sample1151	238	567	149	47
Sample1152	329	218	98	370
Sample1153	327	101	525	19
Sample1154	188	626	117	42
Sample1155	474	127	149	237
Sample1156	712	79	134	64
Sample1157	642	143	100	101
Sample1158	589	264	108	47
Sample1159	202	642	102	29
Sample1160	340	269	73	325
Sample1161	645	117	100	152
Sample1162	683	126	116	60
Sample1163	410	208	157	198
Sample1164	647	105	178	78
Sample1165	228	574	92	88
Sample1166	689	34	140	122
Sample1167	293	229	176	298
Sample1168	475	271	162	100
Sample1169	718	88	97	105
Sample1170	336	378	265	0
Sample1171	272	589	20	86
Sample1172	663	179	99	51
Sample1173	739	45	108	71
Sample1174	710	85	104	89
Sample1175	636	177	84	111
Sample1176	624	247	70	67
Sample1177	668	83	146	81
Sample1178	271	554	102	53
Sample1179	658	144	124	66
Sample1180	679	158	102	47
Sample1181	709	117	95	93
Sample1182	91	600	151	180
Sample1183	636	119	167	78
Sample1184	664	66	225	53
Sample1185	687	73	126	94
Sample1186	671	84	125	112
Sample1187	644	154	148	75
Sample1188	675	225	66	48
Sample1189	226	445	167	179
Sample1190	653	128	87	112
Sample1191	230	501	164	90
Sample1192	181	578	136	87
Sample1193	243	203	555	27
Sample1194	204	654	87	31
Sample1195	664	132	114	90
Sample1196	688	120	117	75
Sample1197	304	259	119	316
Sample1198	593	226	124	76
Sample1199	724	135	77	72
Sample1200	211	511	144	114
Sample1201	188	600	139	55
Sample1202	583	115	156	146
Sample1203	629	190	135	54
Sample1204	711	155	63	63
Sample1205	452	281	214	65
Sample1206	681	123	129	59
Sample1207	611	143	159	79
Sample1208	420	2	527	75
Sample1209	685	110	103	74
Sample1210	726	84	73	102
Sample1211	422	179	245	139
Sample1212	653	167	92	88
Sample1213	704	101	100	95
Sample1214	283	543	144	16
Sample1215	665	48	165	100
Sample1216	676	221	70	60
Sample1217	652	127	109	97
Sample1218	368	209	83	353
Sample1219	328	551	60	43
Sample1220	673	102	122	88
Sample1221	101	485	122	262
Sample1222	654	96	177	98
Sample1223	479	232	101	182
Sample1224	574	105	240	71
Sample1225	599	198	151	67
Sample1226	599	136	156	135
Sample1227	721	89	112	66
Sample1228	446	102	415	0
Sample1229	220	610	146	0
Sample1230	517	218	25	224
Sample1231	339	491	153	50
Sample1232	672	73	152	91
Sample1233	669	110	113	88
Sample1234	578	152	191	94
Sample1235	140	514	128	231
Sample1236	659	117	128	76
Sample1237	709	117	95	93
Sample1238	246	426	191	111
Sample1239	735	114	65	78
Sample1240	168	549	200	70
Sample1241	353	339	77	203
Sample1242	616	138	170	76
Sample1243	155	649	142	35
Sample1244	677	157	37	152
Sample1245	199	595	144	41
Sample1246	685	121	68	134
Sample1247	662	98	151	70
Sample1248	233	571	144	80
Sample1249	656	120	127	89
Sample1250	116	668	86	109
Sample1251	664	58	151	112
Sample1252	408	197	155	227
Sample1253	637	204	74	93
Sample1254	622	172	135	63
Sample1255	702	178	60	45
Sample1256	639	83	166	120
Sample1257	683	159	71	87
Sample1258	627	163	100	89
Sample1259	662	149	85	112
Sample1260	124	503	298	59
Sample1261	303	255	116	344
Sample1262	711	86	92	91
Sample1263	639	114	150	89
Sample1264	578	168	146	130
Sample1265	701	110	93	76
Sample1266	220	612	111	31
Sample1267	254	480	158	83
Sample1268	699	160	34	125
Sample1269	641	87	135	129
Sample1270	378	501	0	102
Sample1271	557	163	178	117
Sample1272	591	98	106	179
Sample1273	619	138	188	70
Sample1274	438	224	72	267
Sample1275	210	656	68	47
Sample1276	319	243	134	319
Sample1277	327	101	525	19
Sample1278	175	596	127	86
Sample1279	653	112	115	106
Sample1280	345	170	114	357
Sample1281	349	246	57	356
Sample1282	494	249	117	119
Sample1283	253	420	121	208
Sample1284	694	152	87	67
Sample1285	156	547	235	63
Sample1286	433	160	371	0
Sample1287	649	76	139	116
Sample1288	218	481	171	111
Sample1289	656	131	136	66
Sample1290	560	222	169	57
Sample1291	500	281	67	171
Sample1292	681	62	156	109
Sample1293	599	204	125	64
Sample1294	602	264	94	53
Sample1295	462	239	198	101
Sample1296	430	190	170	218
Sample1297	386	203	95	324
Sample1298	184	512	246	23
Sample1299	179	518	153	168
Sample1300	642	141	131	86
Sample1301	598	204	114	92
Sample1302	0	226	563	232
Sample1303	363	186	407	36
Sample1304	338	86	516	68
Sample1305	441	151	131	289
Sample1306	610	227	28	169
Sample1307	618	213	86	101
Sample1308	288	619	35	31
Sample1309	688	110	118	76
Sample1310	516	0	371	96
Sample1311	187	569	136	94
Sample1312	8	531	116	319
Sample1313	493	256	48	171
Sample1314	677	143	93	72
Sample1315	256	218	179	349
Sample1316	327	101	525	19
Sample1317	592	130	197	89
Sample1318	719	125	58	78
Sample1319	327	101	525	19
Sample1320	700	93	142	73
Sample1321	250	570	67	81
Sample1322	296	203	182	334
Sample1323	386	67	169	379
Sample1324	195	601	125	47
Sample1325	684	89	114	113
Sample1326	501	377	0	97
Sample1327	247	559	139	22
Sample1328	355	316	309	0
Sample1329	695	152	128	33
Sample1330	676	61	126	122
Sample1331	175	566	174	51
Sample1332	281	199	176	351
Sample1333	636	255	83	34
Sample1334	100	646	35	192
Sample1335	251	584	50	103
Sample1336	671	162	66	86
Sample1337	622	101	177	100
Sample1338	251	498	145	107
Sample1339	688	36	177	91
Sample1340	264	596	101	19
Sample1341	657	159	118	82
Sample1342	281	522	185	47
Sample1343	630	71	208	72
Sample1344	295	183	484	55
Sample1345	648	100	183	96
Sample1346	713	102	100	70
Sample1347	650	207	0	117
Sample1348	688	88	116	96
Sample1349	179	581	142	71
Sample1350	495	229	257	0
Sample1351	136	653	71	171
Sample1352	684	138	97	89
Sample1353	370	174	151	321
Sample1354	247	532	150	53
Sample1355	246	588	70	75
Sample1356	690	119	98	78
Sample1357	679	147	46	113
Sample1358	362	154	145	354
Sample1359	639	111	176	66
Sample1360	730	93	78	88
Sample1361	240	541	154	45
Sample1362	171	617	122	70
Sample1363	243	540	161	31
Sample1364	654	50	163	112
Sample1365	544	179	180	131
Sample1366	599	114	213	92
Sample1367	719	60	120	120
Sample1368	604	80	195	129
Sample1369	61	634	143	165
Sample1370	648	174	94	64
Sample1371	659	204	88	57
Sample1372	472	230	210	69
Sample1373	271	652	73	32
Sample1374	688	124	103	77
Sample1375	598	213	84	105
Sample1376	669	102	89	128
Sample1377	634	148	135	75
Sample1378	719	120	62	79
Sample1379	722	103	73	89
Sample1380	381	225	142	270
Sample1381	258	472	161	93
Sample1382	151	244	492	99
Sample1383	596	141	112	137
Sample1384	538	237	102	157
Sample1385	225	491	202	64
Sample1386	591	189	168	60
Sample1387	627	153	118	102
Sample1388	617	119	166	106
Sample1389	664	128	142	74
Sample1390	164	692	68	65
Sample1391	287	499	201	40
Sample1392	370	341	120	159
Sample1393	338	452	127	63
Sample1394	685	35	190	79
Sample1395	673	152	137	53
Sample1396	627	158	96	119
Sample1397	712	134	73	73
Sample1398	658	41	178	104
Sample1399	689	178	74	59
Sample1400	646	68	190	88
Sample1401	646	160	131	63
Sample1402	515	60	386	81
Sample1403	258	502	184	31
Sample1404	628	177	75	101
Sample1405	692	194	47	59
Sample1406	24	658	179	153
Sample1407	612	97	203	80
Sample1408	156	612	153	60
Sample1409	691	115	112	90
Sample1410	694	152	87	67
Sample1411	493	292	0	197
Sample1412	81	234	516	170
Sample1413	724	135	77	72
Sample1414	709	137	69	85
Sample1415	267	507	157	41
Sample1416	209	512	202	71
Sample1417	590	102	190	110
Sample1418	625	102	193	80
Sample1419	258	519	77	114
Sample1420	585	105	230	98
Sample1421	578	170	190	88
Sample1422	335	198	84	379
Sample1423	295	201	147	327
Sample1424	548	240	0	192
Sample1425	620	147	130	111
Sample1426	268	552	99	54
Sample1427	724	135	77	72
Sample1428	161	451	273	96
Sample1429	753	31	129	76
Sample1430	317	575	68	75
Sample1431	734	7	148	125
Sample1432	673	53	159	107
Sample1433	327	101	525	19
Sample1434	196	608	161	22
Sample1435	741	93	76	82
Sample1436	617	134	160	68
Sample1437	744	186	40	44
Sample1438	720	137	77	51
Sample1439	327	101	525	19
Sample1440	596	166	164	87
Sample1441	264	593	138	40
Sample1442	649	145	137	84
Sample1443	690	128	88	74
Sample1444	193	587	112	74
Sample1445	252	586	109	27
Sample1446	594	158	174	100
Sample1447	281	452	177	64
Sample1448	661	116	131	78
Sample1449	686	102	86	118
Sample1450	657	106	127	125
Sample1451	486	214	95	206
Sample1452	643	86	161	110
Sample1453	677	182	41	86
Sample1454	455	302	43	219
Sample1455	678	161	97	64
Sample1456	662	101	148	81
Sample1457	680	74	173	53
Sample1458	84	573	171	190
Sample1459	630	157	140	81
Sample1460	196	640	109	36
Sample1461	674	68	177	61
Sample1462	195	531	149	141
Sample1463	346	98	427	158
Sample1464	612	101	165	122
Sample1465	712	39	116	106
Sample1466	628	117	166	81
Sample1467	156	513	190	158
Sample1468	640	138	140	109
Sample1469	628	32	185	155
Sample1470	564	184	160	92
Sample1471	274	305	235	157
Sample1472	225	556	169	34
Sample1473	129	558	109	220
Sample1474	237	477	266	43
Sample1475	717	130	54	79
Sample1476	181	600	170	37
Sample1477	506	260	59	164
Sample1478	693	165	84	58
Sample1479	626	92	164	103
Sample1480	679	120	103	77
Sample1481	373	114	154	367
Sample1482	628	125	158	81
Sample1483	653	155	87	84
Sample1484	640	15	193	130
Sample1485	684	138	97	89
Sample1486	668	94	140	98
Sample1487	401	286	136	165
Sample1488	623	119	176	90
Sample1489	694	156	43	92
Sample1490	670	41	154	113
Sample1491	130	566	136	179
Sample1492	278	465	211	73
Sample1493	550	224	80	182
Sample1494	138	531	117	232
Sample1495	635	104	174	79
Sample1496	389	312	216	69
Sample1497	601	158	162	105
Sample1498	745	126	55	66
Sample1499	709	44	137	91
Sample1500	313	455	132	75
Sample1501	194	646	103	31
Sample1502	328	176	151	364
Sample1503	663	180	126	48
Sample1504	617	175	85	141
Sample1505	544	176	199	73
Sample1506	283	217	150	368
Sample1507	386	117	394	121
Sample1508	102	515	217	169
Sample1509	626	183	100	83
Sample1510	723	130	64	75
Sample1511	544	171	192	120
Sample1512	327	101	525	19
Sample1513	614	163	133	105
Sample1514	657	98	151	74
Sample1515	673	151	93	83
Sample1516	633	99	144	124
Sample1517	393	467	160	0
Sample1518	646	251	45	78
Sample1519	327	101	525	19
Sample1520	226	524	75	192
Sample1521	634	80	206	80
Sample1522	143	522	186	150
Sample1523	688	120	111	95
Sample1524	294	182	214	326
Sample1525	692	120	125	81
Sample1526	700	85	109	85
Sample1527	668	125	83	109
Sample1528	266	269	173	306
Sample1529	597	165	138	92
Sample1530	265	571	99	33
Sample1531	630	165	91	140
Sample1532	688	149	67	88
Sample1533	141	113	398	347
Sample1534	268	344	177	205
Sample1535	642	205	71	103
Sample1536	724	93	73	118
Sample1537	709	71	127	108
Sample1538	632	287	60	29
Sample1539	624	47	237	107
Sample1540	643	118	143	75
Sample1541	685	61	138	116
Sample1542	188	645	56	126
Sample1543	354	495	80	39
Sample1544	699	162	69	62
Sample1545	534	245	178	57
Sample1546	563	245	0	159
Sample1547	671	91	169	61
Sample1548	87	570	150	206
Sample1549	708	123	83	58
Sample1550	711	86	92	91
Sample1551	134	506	173	195
Sample1552	141	113	398	347
Sample1553	251	519	104	107
Sample1554	210	654	43	80
Sample1555	251	251	181	332
Sample1556	282	143	426	112
Sample1557	633	186	132	29
Sample1558	666	86	152	96
Sample1559	238	616	91	35
Sample1560	625	167	104	104
Sample1561	738	13	128	101
Sample1562	688	115	112	65
Sample1563	266	560	139	59
Sample1564	141	113	398	347
Sample1565	231	597	99	38
Sample1566	224	564	139	60
Sample1567	454	225	93	237
Sample1568	724	135	77	72
Sample1569	306	501	178	23
Sample1570	253	616	123	38
Sample1571	635	96	169	115
Sample1572	183	543	148	139
Sample1573	618	122	135	125
Sample1574	343	303	180	185
Sample1575	327	101	525	19
Sample1576	414	306	85	207
Sample1577	241	614	95	30
Sample1578	184	594	92	103
Sample1579	674	59	138	144
Sample1580	659	134	131	84
Sample1581	611	132	48	174
Sample1582	675	72	146	115
Sample1583	672	117	149	54
Sample1584	282	535	177	40
Sample1585	680	94	114	97
Sample1586	250	613	65	59
Sample1587	632	157	100	96
Sample1588	255	360	107	292
Sample1589	404	152	416	52
Sample1590	295	525	115	45
Sample1591	607	133	128	147
Sample1592	212	464	200	99
Sample1593	508	208	189	122
Sample1594	609	78	217	80
Sample1595	442	200	107	227
Sample1596	569	176	151	122
Sample1597	258	612	59	37
Sample1598	678	40	200	82
Sample1599	542	134	116	214
Sample1600	561	145	201	120
Sample1601	692	151	75	90
Sample1602	668	83	132	103
Sample1603	695	81	150	82
Sample1604	217	515	270	34
Sample1605	254	576	128	19
Sample1606	193	559	128	94
Sample1607	635	104	192	69
Sample1608	639	170	97	86
Sample1609	646	142	98	106
Sample1610	685	166	122	53
Sample1611	242	479	311	4
Sample1612	623	166	159	80
Sample1613	575	165	140	128
Sample1614	642	138	145	89
Sample1615	232	563	99	71
Sample1616	640	160	114	112
Sample1617	298	546	74	64
Sample1618	327	101	525	19
Sample1619	127	596	111	168
Sample1620	141	113	398	347
Sample1621	603	145	179	57
Sample1622	610	81	228	73
Sample1623	427	190	270	97
Sample1624	224	654	110	36
Sample1625	656	129	121	102
Sample1626	285	145	236	342
Sample1627	81	566	135	225
Sample1628	261	379	266	120
Sample1629	662	127	140	71
Sample1630	259	524	175	18
Sample1631	363	171	326	154
Sample1632	444	89	162	321
Sample1633	447	0	458	78
Sample1634	674	107	160	59
Sample1635	714	194	39	53
Sample1636	608	216	0	143
Sample1637	387	293	154	153
Sample1638	681	141	80	84
Sample1639	775	99	63	55
Sample1640	708	129	53	96
Sample1641	713	138	61	96
Sample1642	415	350	33	177
Sample1643	684	254	0	75
Sample1644	310	571	17	68
Sample1645	327	101	525	19
Sample1646	628	194	111	93
Sample1647	300	230	146	342
Sample1648	331	505	99	41
Sample1649	190	514	285	27
Sample1650	236	555	140	48
Sample1651	432	399	0	163
Sample1652	413	125	130	345
Sample1653	252	601	93	42
Sample1654	663	236	45	74
Sample1655	230	504	218	29
Sample1656	327	101	525	19
Sample1657	551	199	166	76
Sample1658	677	151	103	99
Sample1659	633	123	168	66
Sample1660	731	82	107	88
Sample1661	598	205	141	75
Sample1662	185	601	140	47
Sample1663	563	275	118	52
Sample1664	707	102	67	109
Sample1665	760	41	66	105
Sample1666	113	325	360	220
Sample1667	145	641	86	143
Sample1668	421	409	0	143
Sample1669	245	631	54	38
Sample1670	307	321	255	99
Sample1671	709	117	95	93
Sample1672	447	0	458	78
Sample1673	616	215	137	40
Sample1674	724	135	77	72
Sample1675	646	105	155	86
Sample1676	274	610	52	37
Sample1677	337	518	113	58
Sample1678	694	145	88	73
Sample1679	286	532	133	18
Sample1680	339	255	67	351
Sample1681	623	123	142	97
Sample1682	442	250	200	131
Sample1683	229	545	131	70
Sample1684	433	131	93	324
Sample1685	275	586	65	56
Sample1686	447	0	458	78
Sample1687	705	104	101	79
Sample1688	674	74	150	87
Sample1689	662	101	131	106
Sample1690	580	125	177	110
Sample1691	177	191	479	175
Sample1692	559	170	205	46
Sample1693	612	155	147	100
Sample1694	183	734	23	39
Sample1695	246	586	120	75
Sample1696	341	489	20	144
Sample1697	694	152	87	67
Sample1698	379	297	152	195
Sample1699	287	471	192	85
Sample1700	694	105	92	109
Sample1701	692	79	149	88
Sample1702	590	231	22	137
Sample1703	505	235	118	171
Sample1704	635	171	156	55
Sample1705	318	508	45	102
Sample1706	366	274	189	153
Sample1707	684	139	79	106
Sample1708	327	101	525	19
Sample1709	625	205	96	89
Sample1710	556	69	258	109
Sample1711	603	113	149	135
Sample1712	683	0	207	89
Sample1713	327	101	525	19
Sample1714	294	419	267	0
